ds,dia_semana,mes,semana_anyo,trimestre,dia_mes,dia_semana_sin,dia_semana_cos,mes_sin,mes_cos,es_lunes,es_fin_semana,es_inicio_mes,temporada_gripe,temporada_calor,vuelta_al_cole,es_festivo,es_post_festivo,es_vispera,es_puente,dias_desde_festivo,tmax,tmin,tmed,prec,velmedia,frio_extremo,frio_moderado,calor_extremo,lluvia_alta,lluvia_moderada,ola_calor,amplitud_termica,semana_gripe_alta,semana_tramites_alta,n_eventos_dia,evento_masivo,partido_barca_casa,y
2025-04-14,0,4,16,2,14,0.0,1.0,0.8660254037844387,-0.4999999999999998,1,0,0,0,0,0,0,0,0,0,98,17.5,13.2,15.4,0.1,12.1,0,0,0,0,0,0,4.300000000000001,0,0,0,0,0,51.4
2025-04-15,1,4,16,2,15,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,99,18.4,12.4,15.4,0.9,18.9,0,0,0,0,0,0,5.999999999999998,0,0,0,0,0,49.3
2025-04-16,2,4,16,2,16,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,100,16.0,9.7,12.8,7.3,12.2,0,1,0,0,1,0,6.300000000000001,0,0,0,0,0,55.3
2025-04-17,3,4,16,2,17,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,1,0,101,18.7,7.4,13.0,0.0,17.6,0,1,0,0,0,0,11.299999999999999,0,0,0,0,0,51.2
2025-04-18,4,4,16,2,18,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,1,0,0,0,0,18.3,9.5,13.9,0.0,13.6,0,1,0,0,0,0,8.8,0,0,0,0,0,44.2
2025-04-19,5,4,16,2,19,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,0,0,1,0,1,1,18.7,11.6,15.2,1.1,24.0,0,0,0,0,0,0,7.1,0,0,0,0,0,44.2
2025-04-20,6,4,16,2,20,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,0,0,0,1,1,2,18.0,7.7,12.8,0.0,17.9,0,1,0,0,0,0,10.3,0,0,0,0,0,46.8
2025-04-21,0,4,17,2,21,0.0,1.0,0.8660254037844387,-0.4999999999999998,1,0,0,0,0,0,1,0,0,0,0,17.7,9.7,13.7,0.2,17.2,0,1,0,0,0,0,8.0,0,0,0,0,0,42.4
2025-04-22,1,4,17,2,22,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,1,0,0,1,19.9,10.8,15.4,0.0,14.3,0,0,0,0,0,0,9.099999999999998,0,0,0,0,0,59.8
2025-04-23,2,4,17,2,23,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,2,18.8,11.0,14.9,0.0,18.6,0,0,0,0,0,0,7.800000000000001,0,0,0,0,0,51.9
2025-04-24,3,4,17,2,24,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,3,18.5,10.9,14.7,0.2,14.3,0,0,0,0,0,0,7.6,0,0,0,0,0,46.9
2025-04-25,4,4,17,2,25,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,4,19.3,10.8,15.0,0.0,14.8,0,0,0,0,0,0,8.5,0,0,0,0,0,52.7
2025-04-26,5,4,17,2,26,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,0,0,0,0,0,5,19.0,13.4,16.2,12.4,14.8,0,0,0,0,1,0,5.6,0,0,0,0,0,44.8
2025-04-27,6,4,17,2,27,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,0,0,0,0,0,6,19.3,9.9,14.6,3.9,10.9,0,1,0,0,0,0,9.4,0,0,0,0,0,40.6
2025-04-28,0,4,18,2,28,0.0,1.0,0.8660254037844387,-0.4999999999999998,1,0,0,0,0,0,0,0,0,0,7,19.8,12.0,15.9,0.0,11.4,0,0,0,0,0,0,7.800000000000001,0,0,0,0,0,51.9
2025-04-29,1,4,18,2,29,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,8,19.5,10.4,15.0,0.0,11.8,0,0,0,0,0,0,9.1,0,0,0,0,0,46.1
2025-04-30,2,4,18,2,30,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,1,0,9,20.5,12.3,16.4,0.0,15.7,0,0,0,0,0,0,8.2,0,0,0,0,0,53.5
2025-05-01,3,5,18,2,1,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,0,1,0,0,0,0,21.8,13.3,17.6,0.6,20.6,0,0,0,0,0,0,8.5,0,0,0,0,0,33.3
2025-05-02,4,5,18,2,2,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,0,0,1,0,0,1,20.0,16.3,18.2,12.0,19.5,0,0,0,0,1,0,3.6999999999999993,0,0,0,0,0,56.7
2025-05-03,5,5,18,2,3,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,0,1,1,0,0,0,0,0,0,0,2,23.1,15.0,19.0,0.2,14.0,0,0,0,0,0,0,8.100000000000001,0,0,0,0,0,41.0
2025-05-04,6,5,18,2,4,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,0,0,3,21.0,15.8,18.4,3.6,15.0,0,0,0,0,0,0,5.199999999999999,0,0,0,0,0,41.0
2025-05-05,0,5,19,2,5,0.0,1.0,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,0,0,0,0,4,19.4,12.4,15.9,8.9,10.1,0,0,0,0,1,0,6.999999999999998,0,0,0,0,0,53.4
2025-05-06,1,5,19,2,6,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,5,15.4,10.5,13.0,20.2,19.1,0,0,0,1,0,0,4.9,0,0,0,0,0,52.4
2025-05-07,2,5,19,2,7,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,6,17.6,8.5,13.0,0.7,15.7,0,1,0,0,0,0,9.100000000000001,0,0,0,0,0,53.1
2025-05-08,3,5,19,2,8,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,7,18.7,9.6,14.2,0.1,13.5,0,1,0,0,0,0,9.1,0,0,0,0,0,50.9
2025-05-09,4,5,19,2,9,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,8,17.3,13.5,15.4,5.9,12.0,0,0,0,0,1,0,3.8000000000000007,0,0,0,0,0,51.3
2025-05-10,5,5,19,2,10,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,0,0,9,19.1,12.9,16.0,5.3,18.0,0,0,0,0,1,0,6.200000000000001,0,0,0,0,0,44.0
2025-05-11,6,5,19,2,11,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,0,0,10,21.4,14.7,18.0,1.8,15.3,0,0,0,0,0,0,6.699999999999999,0,0,0,0,0,34.3
2025-05-12,0,5,20,2,12,0.0,1.0,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,0,0,0,0,11,18.2,11.7,15.0,7.8,11.8,0,0,0,0,1,0,6.5,0,0,0,0,0,56.5
2025-05-13,1,5,20,2,13,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,12,20.9,10.8,15.8,0.4,12.4,0,0,0,0,0,0,10.099999999999998,0,0,0,0,0,52.2
2025-05-14,2,5,20,2,14,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,13,19.7,11.7,15.7,0.2,14.8,0,0,0,0,0,0,8.0,0,0,0,0,0,45.4
2025-05-15,3,5,20,2,15,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,14,22.7,11.9,17.3,2.7,10.6,0,0,0,0,0,0,10.799999999999999,0,0,0,0,0,46.8
2025-05-16,4,5,20,2,16,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,15,21.0,14.3,17.6,0.0,18.7,0,0,0,0,0,0,6.699999999999999,0,0,0,0,0,49.3
2025-05-17,5,5,20,2,17,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,0,0,16,22.3,13.0,17.6,0.0,16.6,0,0,0,0,0,0,9.3,0,0,2,0,0,41.4
2025-05-18,6,5,20,2,18,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,0,0,17,23.5,12.6,18.0,0.0,19.2,0,0,0,0,0,0,10.9,0,0,0,0,0,40.0
2025-05-19,0,5,21,2,19,0.0,1.0,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,0,0,0,0,18,23.2,13.7,18.4,0.0,13.2,0,0,0,0,0,0,9.5,0,0,0,0,0,57.5
2025-05-20,1,5,21,2,20,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,19,24.0,13.6,18.8,0.0,16.7,0,0,0,0,0,0,10.4,0,0,0,0,0,53.6
2025-05-21,2,5,21,2,21,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,20,23.4,14.0,18.7,0.0,13.1,0,0,0,0,0,0,9.399999999999999,0,0,1,0,0,44.5
2025-05-22,3,5,21,2,22,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,21,19.2,15.8,17.5,1.6,20.7,0,0,0,0,0,0,3.3999999999999986,0,0,0,0,0,49.4
2025-05-23,4,5,21,2,23,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,22,22.6,13.9,18.2,0.5,15.4,0,0,0,0,0,0,8.700000000000001,0,0,0,0,0,53.4
2025-05-24,5,5,21,2,24,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,0,0,23,21.9,12.7,17.3,0.1,17.2,0,0,0,0,0,0,9.2,0,0,0,0,0,43.0
2025-05-25,6,5,21,2,25,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,0,0,24,23.1,13.1,18.1,0.0,13.0,0,0,0,0,0,0,10.000000000000002,0,0,0,0,0,42.2
2025-05-26,0,5,22,2,26,0.0,1.0,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,0,0,0,0,25,22.9,15.4,19.2,0.1,16.9,0,0,0,0,0,0,7.499999999999998,0,0,0,0,0,59.2
2025-05-27,1,5,22,2,27,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,26,22.0,15.2,18.6,0.2,17.1,0,0,0,0,0,0,6.800000000000001,0,0,0,0,0,53.4
2025-05-28,2,5,22,2,28,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,27,24.6,15.2,19.9,0.0,13.3,0,0,0,0,0,0,9.400000000000002,0,0,0,0,0,49.2
2025-05-29,3,5,22,2,29,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,28,24.9,17.3,21.1,0.0,13.2,0,0,0,0,0,0,7.599999999999998,0,0,0,0,0,50.6
2025-05-30,4,5,22,2,30,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,29,28.6,17.8,23.2,0.0,15.1,0,0,0,0,0,0,10.8,0,0,0,0,0,49.8
2025-05-31,5,5,22,2,31,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,0,0,30,26.3,17.7,22.0,0.0,10.3,0,0,0,0,0,0,8.600000000000001,0,0,0,0,0,41.9
2025-06-01,6,6,22,2,1,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0,1,1,0,0,0,0,0,0,0,31,28.2,18.8,23.5,0.0,16.4,0,0,0,0,0,0,9.399999999999999,0,0,0,0,0,37.1
2025-06-02,0,6,23,2,2,0.0,1.0,1.2246467991473532e-16,-1.0,1,0,1,0,0,0,0,0,0,0,32,26.1,20.2,23.2,0.0,20.6,0,0,0,0,0,0,5.900000000000002,0,0,0,0,0,56.8
2025-06-03,1,6,23,2,3,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,0,1,0,0,0,0,0,0,0,33,26.2,19.0,22.6,0.0,20.9,0,0,0,0,0,0,7.199999999999999,0,0,0,0,0,46.8
2025-06-04,2,6,23,2,4,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,34,28.7,19.1,23.9,0.1,21.5,0,0,0,0,0,0,9.599999999999998,0,0,0,0,0,52.0
2025-06-05,3,6,23,2,5,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,35,24.4,18.9,21.6,0.0,15.3,0,0,0,0,0,0,5.5,0,0,0,0,0,48.0
2025-06-06,4,6,23,2,6,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,36,26.3,19.5,22.9,0.0,13.3,0,0,0,0,0,0,6.800000000000001,0,0,0,0,0,44.2
2025-06-07,5,6,23,2,7,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,0,0,0,0,37,25.1,17.7,21.4,0.1,13.8,0,0,0,0,0,0,7.400000000000002,0,0,0,0,0,42.0
2025-06-08,6,6,23,2,8,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,0,0,0,0,38,24.8,19.3,22.0,0.0,18.7,0,0,0,0,0,0,5.5,0,0,0,0,0,31.8
2025-06-09,0,6,24,2,9,0.0,1.0,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,39,26.2,18.3,22.2,0.0,18.8,0,0,0,0,0,0,7.899999999999999,0,0,0,0,0,54.0
2025-06-10,1,6,24,2,10,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,40,28.6,20.7,24.6,0.0,14.6,0,0,0,0,0,0,7.900000000000002,0,0,0,0,0,51.9
2025-06-11,2,6,24,2,11,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,41,33.2,20.7,27.0,0.0,18.3,0,0,1,0,0,0,12.500000000000004,0,0,0,0,0,52.8
2025-06-12,3,6,24,2,12,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,42,27.6,20.9,24.2,0.0,14.8,0,0,0,0,0,0,6.700000000000003,0,0,0,0,0,46.9
2025-06-13,4,6,24,2,13,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,43,27.5,21.4,24.4,0.0,14.3,0,0,0,0,0,0,6.100000000000001,0,0,0,0,0,54.2
2025-06-14,5,6,24,2,14,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,0,0,0,0,44,29.0,21.3,25.2,0.0,11.3,0,0,0,0,0,0,7.699999999999999,0,0,0,0,0,39.4
2025-06-15,6,6,24,2,15,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,0,0,0,0,45,28.4,21.9,25.2,0.0,16.5,0,0,0,0,0,0,6.5,0,0,0,0,0,35.0
2025-06-16,0,6,25,2,16,0.0,1.0,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,46,27.1,20.4,23.8,0.0,19.1,0,0,0,0,0,0,6.700000000000003,0,0,2,0,0,56.5
2025-06-17,1,6,25,2,17,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,47,27.9,20.5,24.2,0.0,13.5,0,0,0,0,0,0,7.399999999999999,0,0,0,0,0,55.2
2025-06-18,2,6,25,2,18,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,48,29.2,20.9,25.0,0.0,13.9,0,0,0,0,0,0,8.3,0,0,0,0,0,47.4
2025-06-19,3,6,25,2,19,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,49,30.2,21.2,25.7,0.0,15.6,0,0,0,0,0,0,9.0,0,0,0,0,0,49.5
2025-06-20,4,6,25,2,20,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,50,31.5,22.0,26.8,0.0,16.9,0,0,0,0,0,0,9.5,0,0,0,0,0,52.4
2025-06-21,5,6,25,2,21,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,0,0,0,0,51,31.7,23.1,27.4,0.0,17.4,0,0,0,0,0,0,8.599999999999998,0,0,0,0,0,38.7
2025-06-22,6,6,25,2,22,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,0,0,0,0,52,32.3,23.1,27.7,0.0,17.0,0,0,0,0,0,0,9.199999999999996,0,0,1,0,0,36.7
2025-06-23,0,6,26,2,23,0.0,1.0,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,1,0,53,31.2,22.6,26.9,0.0,16.5,0,0,0,0,0,0,8.599999999999998,0,0,0,0,0,58.4
2025-06-24,1,6,26,2,24,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,1,0,0,0,0,33.1,21.7,27.4,0.0,18.6,0,0,1,0,0,0,11.400000000000002,0,0,0,0,0,50.4
2025-06-25,2,6,26,2,25,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,1,0,0,1,32.8,22.2,27.5,0.0,15.1,0,0,0,0,0,0,10.599999999999998,0,0,0,0,0,54.8
2025-06-26,3,6,26,2,26,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,2,30.6,24.2,27.4,0.1,15.8,0,0,0,0,0,0,6.400000000000002,0,0,0,0,0,43.9
2025-06-27,4,6,26,2,27,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,3,31.9,22.4,27.2,0.0,19.1,0,0,0,0,0,0,9.5,0,0,0,0,0,54.3
2025-06-28,5,6,26,2,28,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,0,0,0,0,4,32.2,23.8,28.0,0.0,13.0,0,0,0,0,0,0,8.400000000000002,0,0,0,0,0,39.3
2025-06-29,6,6,26,2,29,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,0,0,0,0,5,33.3,24.9,29.1,0.0,13.0,0,0,1,0,0,0,8.399999999999999,0,0,0,0,0,42.8
2025-06-30,0,6,27,2,30,0.0,1.0,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,6,34.7,24.7,29.7,0.0,13.1,0,0,1,0,0,0,10.000000000000004,0,0,0,0,0,60.9
2025-07-01,1,7,27,3,1,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,1,0,1,0,0,0,0,0,7,32.6,24.6,28.6,0.0,11.6,0,0,0,0,0,0,8.0,0,0,0,0,0,56.6
2025-07-02,2,7,27,3,2,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,1,0,1,0,0,0,0,0,8,31.0,23.2,27.1,0.0,13.6,0,0,0,0,0,0,7.800000000000001,0,0,0,0,0,52.5
2025-07-03,3,7,27,3,3,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,1,0,1,0,0,0,0,0,9,32.7,25.1,28.9,0.5,16.4,0,0,0,0,0,0,7.600000000000001,0,0,0,0,0,50.2
2025-07-04,4,7,27,3,4,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,10,31.9,23.3,27.6,0.0,16.0,0,0,0,0,0,0,8.599999999999998,0,0,0,0,0,52.3
2025-07-05,5,7,27,3,5,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,1,0,0,1,0,0,0,0,0,11,31.5,24.1,27.8,2.6,13.4,0,0,0,0,0,0,7.399999999999999,0,0,0,0,0,43.3
2025-07-06,6,7,27,3,6,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0,1,0,0,1,0,0,0,0,0,12,31.2,22.9,27.0,2.8,16.5,0,0,0,0,0,0,8.3,0,0,1,0,0,41.9
2025-07-07,0,7,28,3,7,0.0,1.0,-0.4999999999999997,-0.8660254037844388,1,0,0,0,1,0,0,0,0,0,13,27.8,21.1,24.5,7.4,19.8,0,0,0,0,1,0,6.699999999999999,0,0,0,0,0,48.4
2025-07-08,1,7,28,3,8,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,14,26.5,20.8,23.6,1.7,22.1,0,0,0,0,0,0,5.699999999999999,0,0,0,0,0,51.1
2025-07-09,2,7,28,3,9,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,15,27.4,21.8,24.6,0.0,16.5,0,0,0,0,0,0,5.599999999999998,0,0,0,0,0,50.7
2025-07-10,3,7,28,3,10,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,16,27.4,22.1,24.8,0.5,14.7,0,0,0,0,0,0,5.299999999999997,0,0,0,0,0,45.5
2025-07-11,4,7,28,3,11,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,17,28.7,22.1,25.4,2.4,15.5,0,0,0,0,0,0,6.599999999999998,0,0,0,0,0,52.1
2025-07-12,5,7,28,3,12,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,1,0,0,1,0,0,0,0,0,18,24.9,19.5,22.2,31.0,18.9,0,0,0,1,0,0,5.399999999999999,0,0,1,0,0,47.7
2025-07-13,6,7,28,3,13,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0,1,0,0,1,0,0,0,0,0,19,26.9,18.3,22.6,0.0,15.1,0,0,0,0,0,0,8.599999999999998,0,0,0,0,0,45.4
2025-07-14,0,7,29,3,14,0.0,1.0,-0.4999999999999997,-0.8660254037844388,1,0,0,0,1,0,0,0,0,0,20,29.1,19.9,24.5,0.0,15.0,0,0,0,0,0,0,9.200000000000003,0,0,0,0,0,59.6
2025-07-15,1,7,29,3,15,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,21,29.6,20.4,25.0,0.0,14.0,0,0,0,0,0,0,9.200000000000003,0,0,0,0,0,50.5
2025-07-16,2,7,29,3,16,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,22,30.7,22.0,26.4,0.0,19.3,0,0,0,0,0,0,8.7,0,0,0,0,0,49.5
2025-07-17,3,7,29,3,17,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,23,30.6,22.9,26.8,0.0,16.2,0,0,0,0,0,0,7.700000000000003,0,0,0,0,0,48.8
2025-07-18,4,7,29,3,18,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,24,30.1,22.8,26.4,0.0,14.2,0,0,0,0,0,0,7.300000000000001,0,0,0,0,0,49.6
2025-07-19,5,7,29,3,19,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,1,0,0,1,0,0,0,0,0,25,29.8,24.7,27.2,0.2,17.0,0,0,0,0,0,0,5.100000000000001,0,0,0,0,0,43.7
2025-07-20,6,7,29,3,20,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0,1,0,0,1,0,0,0,0,0,26,30.3,23.9,27.1,0.6,19.3,0,0,0,0,0,0,6.400000000000002,0,0,1,0,0,37.9
2025-07-21,0,7,30,3,21,0.0,1.0,-0.4999999999999997,-0.8660254037844388,1,0,0,0,1,0,0,0,0,0,27,27.8,23.6,25.7,0.1,16.0,0,0,0,0,0,0,4.199999999999999,0,0,0,0,0,51.5
2025-07-22,1,7,30,3,22,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,28,28.6,20.6,24.6,0.2,18.9,0,0,0,0,0,0,8.0,0,0,0,0,0,53.8
2025-07-23,2,7,30,3,23,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,29,28.2,20.2,24.2,34.7,11.2,0,0,0,1,0,0,8.0,0,0,0,0,0,57.9
2025-07-24,3,7,30,3,24,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,30,23.6,20.1,21.8,27.7,12.3,0,0,0,1,0,0,3.5,0,0,0,0,0,49.5
2025-07-25,4,7,30,3,25,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,31,25.9,18.5,22.2,2.1,18.4,0,0,0,0,0,0,7.399999999999999,0,0,0,0,0,53.6
2025-07-26,5,7,30,3,26,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,1,0,0,1,0,0,0,0,0,32,26.8,17.7,22.2,9.0,15.3,0,0,0,0,1,0,9.100000000000001,0,0,0,0,0,42.1
2025-07-27,6,7,30,3,27,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0,1,0,0,1,0,0,0,0,0,33,27.7,19.2,23.4,0.0,16.5,0,0,0,0,0,0,8.5,0,0,0,0,0,40.9
2025-07-28,0,7,31,3,28,0.0,1.0,-0.4999999999999997,-0.8660254037844388,1,0,0,0,1,0,0,0,0,0,34,25.7,21.6,23.6,1.3,14.2,0,0,0,0,0,0,4.099999999999998,0,0,0,0,0,57.3
2025-07-29,1,7,31,3,29,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,35,25.6,20.5,23.0,1.4,18.0,0,0,0,0,0,0,5.100000000000001,0,0,0,0,0,51.8
