ds,dia_semana,mes,semana_anyo,trimestre,dia_mes,dia_semana_sin,dia_semana_cos,mes_sin,mes_cos,es_lunes,es_fin_semana,es_inicio_mes,temporada_gripe,temporada_calor,vuelta_al_cole,es_festivo,es_post_festivo,es_vispera,es_puente,dias_desde_festivo,tmax,tmin,tmed,prec,velmedia,frio_extremo,frio_moderado,calor_extremo,lluvia_alta,lluvia_moderada,ola_calor,amplitud_termica,semana_gripe_alta,semana_tramites_alta,n_eventos_dia,evento_masivo,partido_barca_casa,y
2018-01-01,0,1,1,1,1,0.0,1.0,0.49999999999999994,0.8660254037844387,1,0,1,1,0,0,1,0,0,0,0,14.5,8.3,11.4,0.0,26.3,0,1,0,0,0,0,6.199999999999999,0,1,0,0,0,60.3
2018-01-02,1,1,1,1,2,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,1,1,0,0,0,1,0,0,1,17.1,7.4,12.2,0.0,18.9,0,1,0,0,0,0,9.700000000000001,0,1,0,0,0,77.5
2018-01-03,2,1,1,1,3,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,1,1,0,0,0,0,0,0,2,20.5,11.7,16.1,0.0,32.6,0,0,0,0,0,0,8.8,0,1,0,0,0,65.7
2018-01-04,3,1,1,1,4,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,3,20.6,11.1,15.8,0.0,29.2,0,0,0,0,0,0,9.500000000000002,0,1,0,0,0,67.1
2018-01-05,4,1,1,1,5,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,1,0,4,18.0,8.4,13.2,0.0,20.2,0,1,0,0,0,0,9.6,0,1,0,0,0,71.0
2018-01-06,5,1,1,1,6,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,1,0,1,0,0,1,0,0,0,0,15.2,6.1,10.6,0.8,30.6,0,1,0,0,0,0,9.1,0,1,0,0,0,45.5
2018-01-07,6,1,1,1,7,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,1,0,1,0,0,0,1,0,1,1,13.4,4.1,8.8,22.9,15.2,1,0,0,1,0,0,9.3,0,1,0,0,0,72.5
2018-01-08,0,1,2,1,8,0.0,1.0,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,0,0,0,2,13.0,3.2,8.1,0.1,13.0,1,0,0,0,0,0,9.8,1,1,0,0,0,87.0
2018-01-09,1,1,2,1,9,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,3,13.4,3.6,8.5,0.0,14.7,1,0,0,0,0,0,9.8,1,1,0,0,0,78.7
2018-01-10,2,1,2,1,10,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,4,13.5,5.2,9.4,0.0,15.8,0,1,0,0,0,0,8.3,1,1,0,0,0,73.9
2018-01-11,3,1,2,1,11,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,5,13.5,5.5,9.5,0.2,22.2,0,1,0,0,0,0,8.0,1,1,0,0,0,69.5
2018-01-12,4,1,2,1,12,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,6,12.0,3.0,7.5,0.0,20.6,1,0,0,0,0,0,9.0,1,1,0,0,0,77.2
2018-01-13,5,1,2,1,13,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,1,0,1,0,0,0,0,0,0,7,12.2,1.8,7.0,0.8,14.0,1,0,0,0,0,0,10.399999999999999,1,1,0,0,0,67.3
2018-01-14,6,1,2,1,14,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,1,0,1,0,0,0,0,0,0,8,11.2,5.5,8.4,4.7,18.3,0,1,0,0,0,0,5.699999999999999,1,1,0,0,0,52.4
2018-01-15,0,1,3,1,15,0.0,1.0,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,0,0,0,9,12.2,3.5,7.8,0.0,14.9,1,0,0,0,0,0,8.7,1,1,0,0,0,79.5
2018-01-16,1,1,3,1,16,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,10,16.9,5.5,11.2,0.0,19.5,0,1,0,0,0,0,11.399999999999999,1,1,0,0,0,73.4
2018-01-17,2,1,3,1,17,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,11,15.6,8.8,12.2,0.2,34.6,0,1,0,0,0,0,6.799999999999999,1,1,0,0,0,69.3
2018-01-18,3,1,3,1,18,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,12,13.8,5.5,9.6,0.2,13.9,0,1,0,0,0,0,8.3,1,1,0,0,0,71.8
2018-01-19,4,1,3,1,19,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,13,13.5,4.1,8.8,0.0,12.0,1,0,0,0,0,0,9.4,1,1,0,0,0,75.9
2018-01-20,5,1,3,1,20,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,1,0,1,0,0,0,0,0,0,14,15.7,5.9,10.8,0.0,24.8,0,1,0,0,0,0,9.799999999999999,1,1,0,0,0,58.1
2018-01-21,6,1,3,1,21,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,1,0,1,0,0,0,0,0,0,15,20.5,12.1,16.3,0.0,26.7,0,0,0,0,0,0,8.4,1,1,0,0,0,59.7
2018-01-22,0,1,4,1,22,0.0,1.0,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,0,0,0,16,18.9,8.9,13.9,0.0,22.5,0,1,0,0,0,0,9.999999999999998,1,1,0,0,0,78.7
2018-01-23,1,1,4,1,23,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,17,15.6,6.5,11.0,0.0,12.4,0,1,0,0,0,0,9.1,1,1,0,0,0,75.3
2018-01-24,2,1,4,1,24,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,18,15.2,6.7,11.0,0.0,14.2,0,1,0,0,0,0,8.5,1,1,0,0,0,68.0
2018-01-25,3,1,4,1,25,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,19,13.9,6.6,10.2,0.0,16.1,0,1,0,0,0,0,7.300000000000001,1,1,0,0,0,69.2
2018-01-26,4,1,4,1,26,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,20,11.6,7.5,9.6,21.4,29.7,0,1,0,1,0,0,4.1,1,1,0,0,0,78.3
2018-01-27,5,1,4,1,27,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,1,0,1,0,0,0,0,0,0,21,12.5,5.6,9.0,0.1,11.3,0,1,0,0,0,0,6.9,1,1,0,0,0,58.9
2018-01-28,6,1,4,1,28,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,1,0,1,0,0,0,0,0,0,22,15.4,6.1,10.8,0.0,12.7,0,1,0,0,0,0,9.3,1,1,0,0,0,59.2
2018-01-29,0,1,5,1,29,0.0,1.0,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,0,0,0,23,15.9,5.0,10.4,0.0,12.7,0,1,0,0,0,0,10.9,1,1,0,0,0,77.6
2018-01-30,1,1,5,1,30,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,24,14.0,4.4,9.2,0.0,12.3,1,0,0,0,0,0,9.6,1,1,0,0,0,79.3
2018-01-31,2,1,5,1,31,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,25,14.8,4.3,9.6,0.0,20.3,1,0,0,0,0,0,10.5,1,1,0,0,0,75.3
2018-02-01,3,2,5,1,1,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0,0,1,1,0,0,0,0,0,0,26,11.3,4.3,7.8,5.9,17.3,1,0,0,0,1,0,7.000000000000001,1,1,0,0,0,78.2
2018-02-02,4,2,5,1,2,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0,0,1,1,0,0,0,0,0,0,27,11.9,4.1,8.0,1.7,19.4,1,0,0,0,0,0,7.800000000000001,1,1,0,0,0,74.2
2018-02-03,5,2,5,1,3,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,1,1,1,0,0,0,0,0,0,28,11.7,2.6,7.2,0.0,23.4,1,0,0,0,0,0,9.1,1,1,0,0,0,59.6
2018-02-04,6,2,5,1,4,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,0,1,0,0,0,0,0,0,29,9.7,3.5,6.6,13.0,33.5,1,0,0,0,1,0,6.199999999999999,1,1,0,0,0,62.0
2018-02-05,0,2,6,1,5,0.0,1.0,0.8660254037844386,0.5000000000000001,1,0,0,1,0,0,0,0,0,0,30,11.4,6.7,9.0,32.6,20.8,0,1,0,1,0,0,4.7,1,0,0,0,0,79.8
2018-02-06,1,2,6,1,6,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,31,11.4,7.3,9.4,8.2,18.8,0,1,0,0,1,0,4.1000000000000005,1,0,0,0,0,72.9
2018-02-07,2,2,6,1,7,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,32,10.8,2.3,6.6,0.0,15.2,1,0,0,0,0,0,8.5,1,0,0,0,0,66.9
2018-02-08,3,2,6,1,8,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,33,7.3,1.7,4.5,9.5,13.2,1,0,0,0,1,0,5.6,1,0,0,0,0,68.7
2018-02-09,4,2,6,1,9,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,34,10.1,-0.5,4.8,0.0,17.7,1,0,0,0,0,0,10.6,1,0,0,0,0,74.8
2018-02-10,5,2,6,1,10,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,1,0,1,0,0,0,0,0,0,35,10.9,1.9,6.4,0.0,18.7,1,0,0,0,0,0,9.0,1,0,0,0,0,65.0
2018-02-11,6,2,6,1,11,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,0,1,0,0,0,0,0,0,36,13.3,0.9,7.1,0.7,16.3,1,0,0,0,0,0,12.4,1,0,0,0,0,59.0
2018-02-12,0,2,7,1,12,0.0,1.0,0.8660254037844386,0.5000000000000001,1,0,0,1,0,0,0,0,0,0,37,10.3,5.0,7.6,9.7,13.4,0,1,0,0,1,0,5.300000000000001,1,0,0,0,0,76.0
2018-02-13,1,2,7,1,13,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,38,10.9,0.4,5.6,0.4,28.8,1,0,0,0,0,0,10.5,1,0,0,0,0,74.7
2018-02-14,2,2,7,1,14,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,39,11.2,3.1,7.2,0.1,15.0,1,0,0,0,0,0,8.1,1,0,0,0,0,68.4
2018-02-15,3,2,7,1,15,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,40,15.0,5.1,10.0,0.0,11.0,0,1,0,0,0,0,9.9,1,0,0,0,0,64.7
2018-02-16,4,2,7,1,16,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,41,16.5,7.2,11.8,0.3,10.1,0,1,0,0,0,0,9.3,1,0,0,0,0,68.2
2018-02-17,5,2,7,1,17,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,1,0,1,0,0,0,0,0,0,42,13.7,7.1,10.4,2.3,16.2,0,1,0,0,0,0,6.6,1,0,1,0,0,62.0
2018-02-18,6,2,7,1,18,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,0,1,0,0,0,0,0,0,43,13.6,6.0,9.8,0.2,18.1,0,1,0,0,0,0,7.6,1,0,0,0,0,55.9
2018-02-19,0,2,8,1,19,0.0,1.0,0.8660254037844386,0.5000000000000001,1,0,0,1,0,0,0,0,0,0,44,11.7,6.3,9.0,0.0,15.5,0,1,0,0,0,0,5.3999999999999995,1,0,0,0,0,69.6
2018-02-20,1,2,8,1,20,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,45,13.8,8.0,10.9,0.1,11.7,0,1,0,0,0,0,5.800000000000001,1,0,0,0,0,71.9
2018-02-21,2,2,8,1,21,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,46,13.8,4.4,9.1,4.8,22.5,1,0,0,0,0,0,9.4,1,0,0,0,0,71.6
2018-02-22,3,2,8,1,22,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,47,8.9,2.2,5.6,0.1,13.1,1,0,0,0,0,0,6.7,1,0,0,0,0,69.3
2018-02-23,4,2,8,1,23,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,48,9.4,3.6,6.5,0.1,17.4,1,0,0,0,0,0,5.800000000000001,1,0,0,0,0,76.1
2018-02-24,5,2,8,1,24,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,1,0,1,0,0,0,0,0,0,49,11.7,1.8,6.8,0.0,16.9,1,0,0,0,0,0,9.899999999999999,1,0,0,0,0,65.9
2018-02-25,6,2,8,1,25,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,0,1,0,0,0,0,0,0,50,14.4,3.2,8.8,0.0,14.6,1,0,0,0,0,0,11.2,1,0,0,0,0,61.3
2018-02-26,0,2,9,1,26,0.0,1.0,0.8660254037844386,0.5000000000000001,1,0,0,1,0,0,0,0,0,0,51,9.2,3.6,6.4,3.6,26.6,1,0,0,0,0,0,5.6,0,0,0,0,0,71.5
2018-02-27,1,2,9,1,27,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,52,4.3,1.3,2.8,1.4,26.4,1,0,0,0,0,0,3.0,0,0,0,0,0,69.1
2018-02-28,2,2,9,1,28,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,53,8.4,2.2,5.3,10.0,21.9,1,0,0,0,1,0,6.2,0,0,0,0,0,69.6
2018-03-01,3,3,9,1,1,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,0,1,1,0,0,0,0,0,0,54,14.1,7.9,11.0,4.0,18.0,0,1,0,0,0,0,6.199999999999999,0,0,0,0,0,58.6
2018-03-02,4,3,9,1,2,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,0,1,1,0,0,0,0,0,0,55,13.7,8.5,11.1,1.4,37.0,0,1,0,0,0,0,5.199999999999999,0,0,0,0,0,56.4
2018-03-03,5,3,9,1,3,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0,1,1,1,0,0,0,0,0,0,56,18.1,9.4,13.8,0.9,26.4,0,1,0,0,0,0,8.700000000000001,0,0,0,0,0,48.4
2018-03-04,6,3,9,1,4,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0,1,0,1,0,0,0,0,0,0,57,16.6,8.5,12.6,0.5,19.6,0,1,0,0,0,0,8.100000000000001,0,0,0,0,0,42.3
2018-03-05,0,3,10,1,5,0.0,1.0,1.0,6.123233995736766e-17,1,0,0,1,0,0,0,0,0,0,58,16.1,6.6,11.4,3.8,24.5,0,1,0,0,0,0,9.500000000000002,0,0,0,0,0,58.7
2018-03-06,1,3,10,1,6,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0,0,0,1,0,0,0,0,0,0,59,16.2,5.4,10.8,0.0,25.8,0,1,0,0,0,0,10.799999999999999,0,0,0,0,0,61.4
2018-03-07,2,3,10,1,7,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0,0,0,1,0,0,0,0,0,0,60,15.7,5.0,10.4,0.0,17.0,0,1,0,0,0,0,10.7,0,0,0,0,0,60.8
2018-03-08,3,3,10,1,8,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,0,0,1,0,0,0,0,0,0,61,14.0,3.8,8.9,0.0,21.3,1,0,0,0,0,0,10.2,0,0,0,0,0,59.1
2018-03-09,4,3,10,1,9,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,0,0,1,0,0,0,0,0,0,62,15.7,5.1,10.4,0.2,20.4,0,1,0,0,0,0,10.6,0,0,0,0,0,60.9
2018-03-10,5,3,10,1,10,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0,1,0,1,0,0,0,0,0,0,63,18.8,9.1,14.0,0.5,19.5,0,1,0,0,0,0,9.700000000000001,0,0,0,0,0,50.1
2018-03-11,6,3,10,1,11,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0,1,0,1,0,0,0,0,0,0,64,17.5,10.0,13.8,0.1,30.2,0,1,0,0,0,0,7.5,0,0,0,0,0,41.5
2018-03-12,0,3,11,1,12,0.0,1.0,1.0,6.123233995736766e-17,1,0,0,1,0,0,0,0,0,0,65,18.0,8.9,13.4,0.0,27.3,0,1,0,0,0,0,9.1,0,0,0,0,0,63.4
2018-03-13,1,3,11,1,13,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0,0,0,1,0,0,0,0,0,0,66,15.3,7.3,11.3,0.5,13.7,0,1,0,0,0,0,8.0,0,0,0,0,0,63.6
2018-03-14,2,3,11,1,14,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0,0,0,1,0,0,0,0,0,0,67,15.2,6.3,10.8,0.6,18.8,0,1,0,0,0,0,8.899999999999999,0,0,0,0,0,56.7
2018-03-15,3,3,11,1,15,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,0,0,1,0,0,0,0,0,0,68,18.1,8.8,13.4,1.9,22.5,0,1,0,0,0,0,9.3,0,0,0,0,0,60.3
2018-03-16,4,3,11,1,16,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,0,0,1,0,0,0,0,0,0,69,17.0,6.6,11.8,0.5,15.4,0,1,0,0,0,0,10.4,0,0,0,0,0,50.0
2018-03-17,5,3,11,1,17,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0,1,0,1,0,0,0,0,0,0,70,14.5,4.7,9.6,3.2,24.1,1,0,0,0,0,0,9.8,0,0,0,0,0,54.7
2018-03-18,6,3,11,1,18,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0,1,0,1,0,0,0,0,0,0,71,12.7,3.2,8.0,0.0,17.6,1,0,0,0,0,0,9.5,0,0,0,0,0,48.9
2018-03-19,0,3,12,1,19,0.0,1.0,1.0,6.123233995736766e-17,1,0,0,1,0,0,0,0,0,0,72,14.7,3.9,9.3,1.1,22.0,1,0,0,0,0,0,10.799999999999999,0,0,0,0,0,65.6
2018-03-20,1,3,12,1,20,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0,0,0,1,0,0,0,0,0,0,73,14.7,5.4,10.0,8.1,21.3,0,1,0,0,1,0,9.299999999999999,0,0,0,0,0,60.4
2018-03-21,2,3,12,1,21,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0,0,0,1,0,0,0,0,0,0,74,13.4,2.9,8.2,0.1,20.1,1,0,0,0,0,0,10.5,0,0,0,0,0,54.6
2018-03-22,3,3,12,1,22,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,0,0,1,0,0,0,0,0,0,75,15.7,2.1,8.9,0.0,16.9,1,0,0,0,0,0,13.6,0,0,0,0,0,58.7
2018-03-23,4,3,12,1,23,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,0,0,1,0,0,0,0,0,0,76,14.9,4.7,9.8,0.0,19.2,1,0,0,0,0,0,10.2,0,0,0,0,0,62.8
2018-03-24,5,3,12,1,24,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0,1,0,1,0,0,0,0,0,0,77,10.2,7.0,8.6,26.8,25.7,0,1,0,1,0,0,3.1999999999999993,0,0,0,0,0,56.2
2018-03-25,6,3,12,1,25,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0,1,0,1,0,0,0,0,0,0,78,12.7,7.3,10.0,1.4,20.1,0,1,0,0,0,0,5.3999999999999995,0,0,0,0,0,44.1
2018-03-26,0,3,13,1,26,0.0,1.0,1.0,6.123233995736766e-17,1,0,0,1,0,0,0,0,0,0,79,18.0,5.8,11.9,0.4,21.2,0,1,0,0,0,0,12.2,0,0,0,0,0,59.9
2018-03-27,1,3,13,1,27,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0,0,0,1,0,0,0,0,0,0,80,15.4,5.4,10.4,0.0,18.9,0,1,0,0,0,0,10.0,0,0,0,0,0,57.5
2018-03-28,2,3,13,1,28,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0,0,0,1,0,0,0,0,0,0,81,19.1,7.8,13.4,0.0,18.3,0,1,0,0,0,0,11.3,0,0,0,0,0,59.5
2018-03-29,3,3,13,1,29,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0,0,0,1,0,0,0,0,1,0,82,15.1,9.9,12.5,0.0,22.0,0,1,0,0,0,0,5.199999999999999,0,0,0,0,0,59.4
2018-03-30,4,3,13,1,30,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,0,0,1,0,0,1,0,0,0,0,17.7,7.0,12.4,0.7,26.0,0,1,0,0,0,0,10.7,0,0,0,0,0,44.7
2018-03-31,5,3,13,1,31,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0,1,0,1,0,0,0,1,0,1,1,17.3,7.0,12.2,0.0,32.2,0,1,0,0,0,0,10.3,0,0,0,0,0,56.4
2018-04-01,6,4,13,2,1,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0,1,1,0,0,0,0,0,1,1,2,14.2,6.6,10.4,0.0,17.5,0,1,0,0,0,0,7.6,0,0,0,0,0,44.6
2018-04-02,0,4,14,2,2,0.0,1.0,0.8660254037844387,-0.4999999999999998,1,0,1,0,0,0,1,0,0,0,0,15.1,5.7,10.4,0.0,13.2,0,1,0,0,0,0,9.399999999999999,0,0,0,0,0,49.0
2018-04-03,1,4,14,2,3,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,1,0,0,0,0,1,0,0,1,16.7,8.9,12.8,0.1,19.2,0,1,0,0,0,0,7.799999999999999,0,0,0,0,0,59.0
2018-04-04,2,4,14,2,4,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,2,20.8,8.3,14.6,0.0,21.4,0,1,0,0,0,0,12.5,0,0,0,0,0,51.5
2018-04-05,3,4,14,2,5,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,3,16.4,8.1,12.2,0.0,19.9,0,1,0,0,0,0,8.299999999999999,0,0,0,0,0,50.3
2018-04-06,4,4,14,2,6,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,4,15.2,7.3,11.2,0.9,13.4,0,1,0,0,0,0,7.8999999999999995,0,0,0,0,0,49.1
2018-04-07,5,4,14,2,7,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,0,0,0,0,0,5,16.6,11.8,14.2,2.4,32.2,0,0,0,0,0,0,4.800000000000001,0,0,0,0,0,44.0
2018-04-08,6,4,14,2,8,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,0,0,0,0,0,6,15.1,10.6,12.8,9.2,16.6,0,0,0,0,1,0,4.5,0,0,2,0,0,41.8
2018-04-09,0,4,15,2,9,0.0,1.0,0.8660254037844387,-0.4999999999999998,1,0,0,0,0,0,0,0,0,0,7,15.7,9.2,12.4,2.3,22.2,0,1,0,0,0,0,6.5,0,0,0,0,0,57.6
2018-04-10,1,4,15,2,10,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,8,14.7,6.3,10.5,3.5,24.9,0,1,0,0,0,0,8.399999999999999,0,0,0,0,0,53.8
2018-04-11,2,4,15,2,11,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,9,13.7,8.8,11.2,36.6,44.1,0,1,0,1,0,0,4.899999999999999,0,0,0,0,0,54.2
2018-04-12,3,4,15,2,12,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,10,15.3,7.3,11.3,0.1,24.4,0,1,0,0,0,0,8.0,0,0,0,0,0,50.2
2018-04-13,4,4,15,2,13,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,11,14.0,9.2,11.6,4.8,17.1,0,1,0,0,0,0,4.800000000000001,0,0,0,0,0,52.5
2018-04-14,5,4,15,2,14,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,0,0,0,0,0,12,15.4,11.2,13.3,4.5,17.4,0,0,0,0,0,0,4.200000000000001,0,0,0,0,0,40.7
2018-04-15,6,4,15,2,15,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,0,0,0,0,0,13,20.3,11.6,16.0,0.0,16.1,0,0,0,0,0,0,8.700000000000001,0,0,0,0,0,39.7
2018-04-16,0,4,16,2,16,0.0,1.0,0.8660254037844387,-0.4999999999999998,1,0,0,0,0,0,0,0,0,0,14,16.9,11.9,14.4,2.5,21.5,0,0,0,0,0,0,4.999999999999998,0,0,0,0,0,56.1
2018-04-17,1,4,16,2,17,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,15,20.6,11.0,15.8,0.0,14.5,0,0,0,0,0,0,9.600000000000001,0,0,0,0,0,57.6
2018-04-18,2,4,16,2,18,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,16,20.9,11.3,16.1,0.0,12.3,0,0,0,0,0,0,9.599999999999998,0,0,0,0,0,50.5
2018-04-19,3,4,16,2,19,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,17,20.3,13.2,16.8,0.0,17.2,0,0,0,0,0,0,7.100000000000001,0,0,0,0,0,49.8
