fecha,tmax,tmin,tmed,prec,velmedia
2022-06-13,31.7,21.0,26.4,0.0,17.2
2022-06-14,28.6,19.8,24.2,0.0,17.3
2022-06-15,31.0,22.4,26.7,0.0,22.1
2022-06-16,33.0,21.2,27.1,0.0,17.3
2022-06-17,31.1,23.0,27.0,0.0,14.8
2022-06-18,29.1,22.2,25.6,0.0,16.1
2022-06-19,27.8,22.4,25.1,0.0,18.3
2022-06-20,27.6,21.8,24.7,0.0,17.6
2022-06-21,29.6,21.6,25.6,2.1,25.5
2022-06-22,26.9,19.9,23.4,10.2,22.3
2022-06-23,26.7,19.4,23.0,1.1,20.6
2022-06-24,28.9,19.2,24.0,0.0,27.8
2022-06-25,26.7,18.8,22.8,0.0,15.9
2022-06-26,26.7,21.1,23.9,0.0,19.7
2022-06-27,27.8,20.7,24.2,1.3,16.8
2022-06-28,27.5,20.5,24.0,5.9,27.1
2022-06-29,28.0,20.4,24.2,0.0,21.7
2022-06-30,28.1,20.6,24.4,0.0,24.2
2022-07-01,24.8,21.4,23.1,0.0,20.7
2022-07-02,27.2,19.5,23.4,0.0,19.9
2022-07-03,28.6,20.6,24.6,0.0,17.0
2022-07-04,29.0,22.5,25.8,0.0,19.2
2022-07-05,29.9,23.0,26.4,0.0,22.3
2022-07-06,29.6,22.3,26.0,17.5,28.3
2022-07-07,29.4,20.8,25.1,12.0,21.7
2022-07-08,28.2,21.3,24.8,0.0,22.1
2022-07-09,27.9,20.4,24.2,0.0,21.3
2022-07-10,31.3,21.2,26.2,0.0,24.3
2022-07-11,29.0,21.8,25.4,0.0,18.7
2022-07-12,28.6,21.6,25.1,0.0,16.0
2022-07-13,29.7,22.1,25.9,0.0,16.1
2022-07-14,30.7,21.4,26.0,0.0,18.6
2022-07-15,32.1,23.0,27.6,0.0,18.3
2022-07-16,30.5,24.3,27.4,0.0,15.5
2022-07-17,30.6,22.8,26.7,0.0,18.3
2022-07-18,28.9,22.2,25.5,0.0,14.1
2022-07-19,29.1,22.4,25.8,0.0,15.3
2022-07-20,29.1,22.8,26.0,0.0,20.7
2022-07-21,31.0,23.0,27.0,0.0,25.1
2022-07-22,32.9,22.4,27.6,0.0,25.9
2022-07-23,28.6,24.5,26.6,0.1,20.2
2022-07-24,31.6,24.1,27.8,0.0,23.1
2022-07-25,30.1,21.9,26.0,0.0,20.0
2022-07-26,29.0,24.0,26.5,0.1,24.6
2022-07-27,27.9,21.7,24.8,1.8,18.7
2022-07-28,29.2,22.5,25.8,7.1,18.7
2022-07-29,28.1,23.8,26.0,12.0,19.9
2022-07-30,29.8,21.7,25.8,0.0,22.7
2022-07-31,32.1,23.2,27.6,0.0,23.9
2022-08-01,32.8,23.6,28.2,0.0,21.6
2022-08-02,33.5,24.3,28.9,0.0,21.1
2022-08-03,32.1,24.7,28.4,0.0,21.3
2022-08-04,31.5,22.4,27.0,0.0,19.5
2022-08-05,30.7,23.3,27.0,0.5,18.7
2022-08-06,32.1,22.4,27.2,0.0,20.9
2022-08-07,31.4,23.6,27.5,0.0,17.1
2022-08-08,30.9,22.7,26.8,0.0,18.5
2022-08-09,31.0,23.9,27.4,0.0,17.4
2022-08-10,34.0,23.6,28.8,0.0,21.6
2022-08-11,31.9,22.8,27.4,0.0,19.5
2022-08-12,34.3,24.1,29.2,0.0,27.2
2022-08-13,32.1,23.6,27.8,0.0,18.9
2022-08-14,36.3,23.7,30.0,0.0,25.6
2022-08-15,29.5,23.3,26.4,0.0,16.1
2022-08-16,29.5,22.5,26.0,0.0,18.7
2022-08-17,28.9,19.5,24.2,15.2,23.1
2022-08-18,23.2,19.4,21.3,20.2,13.9
2022-08-19,27.4,18.2,22.8,0.0,13.8
2022-08-20,29.1,19.9,24.5,0.0,23.3
2022-08-21,28.4,20.7,24.5,0.5,19.3
2022-08-22,27.5,21.7,24.6,7.2,15.8
2022-08-23,29.2,22.3,25.8,0.1,17.6
2022-08-24,30.3,23.2,26.8,0.0,17.2
2022-08-25,29.4,22.3,25.8,0.7,15.3
2022-08-26,31.5,22.4,27.0,0.6,21.7
2022-08-27,28.1,21.1,24.6,3.3,17.0
2022-08-28,30.4,21.3,25.8,0.0,22.6
2022-08-29,30.6,21.4,26.0,0.0,26.7
2022-08-30,31.1,21.6,26.4,0.0,22.1
2022-08-31,29.5,22.4,26.0,1.4,22.7
2022-09-01,28.1,19.2,23.6,0.0,16.3
2022-09-02,27.6,22.1,24.8,0.9,15.4
2022-09-03,26.6,20.4,23.5,15.4,17.1
2022-09-04,27.8,20.6,24.2,0.1,15.0
2022-09-05,28.3,21.8,25.0,1.3,16.9
2022-09-06,30.2,22.6,26.4,0.0,22.3
2022-09-07,28.0,20.5,24.2,0.1,17.1
2022-09-08,27.1,22.1,24.6,0.0,18.9
2022-09-09,25.9,20.0,23.0,0.1,20.9
2022-09-10,27.2,19.9,23.5,0.1,20.2
2022-09-11,27.5,22.2,24.8,0.0,14.5
2022-09-12,29.5,20.7,25.1,0.0,17.6
2022-09-13,29.6,23.4,26.5,0.7,15.6
2022-09-14,27.1,21.2,24.2,5.6,19.9
2022-09-15,27.9,18.5,23.2,0.0,12.8
2022-09-16,25.9,18.9,22.4,2.9,16.6
2022-09-17,25.4,19.5,22.4,2.1,18.6
2022-09-18,24.2,17.9,21.0,0.0,18.1
2022-09-19,24.4,17.8,21.1,0.0,15.5
2022-09-20,24.3,18.7,21.5,0.5,17.4
2022-09-21,23.7,18.1,20.9,0.1,17.7
2022-09-22,25.3,17.6,21.5,0.0,22.2
2022-09-23,25.1,16.6,20.8,17.0,17.2
2022-09-24,22.5,17.9,20.2,20.0,21.6
2022-09-25,21.4,14.6,18.0,1.3,14.9
2022-09-26,24.1,14.1,19.1,0.0,20.4
2022-09-27,23.4,13.9,18.6,0.2,21.1
2022-09-28,26.7,15.1,20.9,0.0,17.2
2022-09-29,23.3,15.5,19.4,0.9,22.9
2022-09-30,19.7,13.2,16.4,6.9,14.1
2022-10-01,22.8,12.7,17.8,0.0,19.2
2022-10-02,25.5,14.5,20.0,0.0,20.8
2022-10-03,23.0,15.9,19.4,0.0,12.5
2022-10-04,23.5,16.9,20.2,0.2,13.2
2022-10-05,23.5,15.8,19.6,0.0,10.9
2022-10-06,23.8,17.7,20.8,0.4,23.6
2022-10-07,21.8,17.4,19.6,7.6,26.7
2022-10-08,19.6,15.9,17.8,18.0,22.0
2022-10-09,21.8,15.5,18.6,2.9,12.2
2022-10-10,21.1,14.3,17.7,0.1,8.4
2022-10-11,22.7,16.7,19.7,0.7,15.8
2022-10-12,23.4,15.3,19.4,0.0,16.3
2022-10-13,24.2,16.0,20.1,2.9,19.4
2022-10-14,24.1,15.5,19.8,0.0,8.6
2022-10-15,24.1,15.2,19.6,0.0,15.4
2022-10-16,23.8,18.4,21.1,0.0,11.4
2022-10-17,24.1,18.8,21.5,0.0,19.8
2022-10-18,24.2,19.3,21.8,0.4,13.2
2022-10-19,24.3,19.5,21.9,0.0,15.8
2022-10-20,24.0,18.2,21.1,0.4,10.4
2022-10-21,24.5,18.6,21.6,0.5,22.1
2022-10-22,26.3,17.2,21.8,0.0,17.4
2022-10-23,24.6,16.3,20.5,0.0,11.2
2022-10-24,25.8,17.2,21.5,0.0,18.5
2022-10-25,24.5,15.2,19.8,0.1,13.3
2022-10-26,25.3,15.7,20.5,0.0,12.2
2022-10-27,23.0,16.6,19.8,0.0,13.9
2022-10-28,21.9,16.0,19.0,0.0,10.4
2022-10-29,21.6,15.9,18.8,0.0,12.6
2022-10-30,21.8,15.4,18.6,0.0,10.9
2022-10-31,22.6,16.1,19.4,0.1,16.9
2022-11-01,22.3,14.9,18.6,0.9,18.6
2022-11-02,22.0,14.7,18.4,0.0,13.5
2022-11-03,21.1,14.8,18.0,0.4,19.4
2022-11-04,20.7,11.8,16.2,0.0,29.6
2022-11-05,19.7,11.4,15.6,0.0,19.5
2022-11-06,21.3,9.2,15.2,0.0,19.1
2022-11-07,20.9,10.8,15.8,0.0,16.8
2022-11-08,21.7,11.9,16.8,0.0,18.7
2022-11-09,23.3,13.3,18.3,1.2,14.8
2022-11-10,19.6,13.6,16.6,4.5,14.3
2022-11-11,21.0,12.1,16.6,0.0,22.8
2022-11-12,20.3,15.2,17.8,1.6,18.0
2022-11-13,20.0,12.4,16.2,0.9,13.5
2022-11-14,21.0,14.4,17.7,7.0,17.1
2022-11-15,22.4,13.8,18.1,0.1,21.3
2022-11-16,20.5,13.1,16.8,0.0,17.6
2022-11-17,22.0,15.7,18.8,0.0,14.6
2022-11-18,15.8,12.0,13.9,9.9,17.8
2022-11-19,16.3,8.4,12.4,3.4,18.6
2022-11-20,16.8,6.2,11.5,0.0,13.7
2022-11-21,15.9,10.0,13.0,5.1,16.3
2022-11-22,13.8,8.8,11.3,0.0,35.6
2022-11-23,21.1,11.1,16.1,0.0,16.6
2022-11-24,17.8,11.4,14.6,0.6,13.6
2022-11-25,16.7,8.3,12.5,18.4,11.8
2022-11-26,17.5,8.2,12.8,0.0,15.8
2022-11-27,16.2,6.5,11.4,0.0,12.6
2022-11-28,14.1,7.7,10.9,3.3,12.1
2022-11-29,15.3,6.8,11.0,0.0,13.8
2022-11-30,13.9,5.4,9.6,0.2,12.3
2022-12-01,14.0,6.6,10.3,0.5,17.3
2022-12-02,13.6,5.6,9.6,0.0,15.5
2022-12-03,13.7,3.2,8.4,0.0,13.5
2022-12-04,13.4,5.3,9.4,3.4,11.3
2022-12-05,14.5,4.1,9.3,0.0,13.1
2022-12-06,14.4,7.0,10.7,0.0,8.7
2022-12-07,14.3,7.2,10.8,0.0,9.2
2022-12-08,12.9,7.1,10.0,3.8,7.9
2022-12-09,18.1,10.0,14.0,3.0,13.0
2022-12-10,14.1,5.1,9.6,2.0,17.4
2022-12-11,10.6,4.0,7.3,0.3,13.5
2022-12-12,11.4,4.4,7.9,4.3,12.0
2022-12-13,15.6,9.2,12.4,5.1,12.0
2022-12-14,16.8,9.9,13.4,2.7,12.0
2022-12-15,17.9,9.6,13.8,6.1,13.1
2022-12-16,16.2,8.5,12.4,0.0,14.3
2022-12-17,13.6,8.1,10.8,0.0,10.7
2022-12-18,15.2,6.2,10.7,0.0,12.8
2022-12-19,16.6,8.8,12.7,0.0,14.6
2022-12-20,16.5,10.2,13.4,0.0,15.1
2022-12-21,17.7,9.1,13.4,5.2,15.9
2022-12-22,18.4,8.9,13.6,0.0,16.3
2022-12-23,19.7,12.0,15.8,0.0,18.6
2022-12-24,19.2,9.8,14.5,0.0,13.7
2022-12-25,19.0,8.2,13.6,0.0,12.8
2022-12-26,20.5,8.3,14.4,0.0,11.3
2022-12-27,17.6,6.9,12.2,0.0,11.9
2022-12-28,16.2,7.6,11.9,0.0,15.4
2022-12-29,17.9,5.8,11.8,0.0,14.0
2022-12-30,18.6,9.6,14.1,0.0,14.8
2022-12-31,18.6,9.0,13.8,0.0,12.6
2023-01-01,15.8,6.6,11.2,0.0,7.2
2023-01-02,15.1,6.0,10.6,0.0,8.3
2023-01-03,15.9,7.8,11.8,0.1,9.4
2023-01-04,15.8,7.1,11.4,0.0,10.0
2023-01-05,15.9,5.2,10.6,0.0,12.0
2023-01-06,13.8,4.4,9.1,0.0,11.2
2023-01-07,14.0,4.2,9.1,0.0,16.3
2023-01-08,14.8,7.8,11.3,0.6,18.6
2023-01-09,16.1,6.6,11.4,0.0,23.0
2023-01-10,13.7,5.4,9.6,0.0,15.6
2023-01-11,16.4,5.5,11.0,0.0,18.7
2023-01-12,14.9,6.1,10.5,0.0,14.2
2023-01-13,15.5,6.3,10.9,0.0,14.8
2023-01-14,16.9,4.3,10.6,0.0,15.8
2023-01-15,15.8,7.1,11.4,0.7,27.9
2023-01-16,15.1,5.2,10.2,1.1,28.9
2023-01-17,15.2,7.8,11.5,0.1,32.1
2023-01-18,11.6,5.4,8.5,0.0,29.6
2023-01-19,12.1,3.5,7.8,0.0,29.0
2023-01-20,13.9,2.7,8.3,0.0,23.0
2023-01-21,11.2,1.5,6.4,0.0,24.2
2023-01-22,12.0,0.7,6.4,0.0,20.4
2023-01-23,8.7,-0.3,4.2,0.0,11.3
2023-01-24,8.2,2.8,5.5,0.8,9.9
2023-01-25,14.6,3.4,9.0,0.3,14.2
2023-01-26,10.3,1.1,5.7,0.0,13.9
2023-01-27,10.1,2.5,6.3,0.2,20.5
2023-01-28,9.7,3.3,6.5,1.7,14.9
2023-01-29,10.8,1.8,6.3,0.1,10.5
2023-01-30,12.2,1.7,7.0,0.0,16.6
2023-01-31,13.7,2.1,7.9,0.0,16.2
2023-02-01,13.9,2.2,8.0,0.0,12.6
2023-02-02,16.0,3.5,9.8,0.0,13.2
2023-02-03,15.9,3.3,9.6,0.0,14.9
2023-02-04,22.0,3.7,12.8,0.0,13.6
2023-02-05,16.1,4.2,10.2,0.0,16.6
2023-02-06,10.5,7.2,8.8,0.4,31.8
2023-02-07,10.1,7.1,8.6,33.5,42.5
2023-02-08,10.6,7.1,8.8,2.0,34.0
2023-02-09,10.4,5.3,7.8,0.0,19.5
2023-02-10,11.6,3.4,7.5,0.0,17.7
2023-02-11,11.7,1.3,6.5,0.0,11.6
2023-02-12,13.0,1.3,7.2,0.0,16.6
2023-02-13,13.4,1.6,7.5,0.0,16.1
2023-02-14,13.2,3.4,8.3,0.0,16.3
2023-02-15,13.6,4.1,8.8,0.0,14.1
2023-02-16,12.7,5.1,8.9,0.0,9.4
2023-02-17,17.7,4.8,11.2,0.0,15.5
2023-02-18,17.5,6.4,12.0,0.0,16.3
2023-02-19,17.1,4.2,10.6,0.0,10.9
2023-02-20,15.7,6.3,11.0,0.0,14.9
2023-02-21,16.7,5.9,11.3,0.1,18.9
2023-02-22,15.0,6.9,11.0,0.0,11.5
2023-02-23,13.3,6.2,9.8,2.5,13.8
2023-02-24,14.3,6.5,10.4,2.1,18.5
2023-02-25,13.6,6.2,9.9,0.1,11.4
2023-02-26,12.9,4.3,8.6,6.8,17.6
2023-02-27,9.2,2.4,5.8,5.5,15.2
2023-02-28,12.9,6.0,9.4,1.2,20.0
2023-03-01,10.9,1.5,6.2,0.0,20.1
2023-03-02,12.3,3.5,7.9,0.2,11.6
2023-03-03,12.9,2.3,7.6,0.0,18.4
2023-03-04,13.6,3.9,8.8,0.0,17.6
2023-03-05,15.1,3.0,9.0,0.0,25.4
2023-03-06,13.4,5.4,9.4,0.2,17.9
2023-03-07,18.2,4.9,11.6,0.0,18.9
2023-03-08,22.1,8.0,15.0,0.0,29.1
2023-03-09,20.2,13.0,16.6,1.5,26.0
2023-03-10,23.9,12.8,18.4,0.0,25.5
2023-03-11,26.5,15.8,21.2,0.0,33.8
2023-03-12,17.3,10.6,14.0,0.0,18.2
2023-03-13,18.6,11.0,14.8,0.0,21.9
2023-03-14,22.6,10.4,16.5,0.0,31.0
2023-03-15,16.0,7.8,11.9,0.0,16.4
2023-03-16,17.0,8.6,12.8,0.0,18.4
2023-03-17,15.9,10.1,13.0,0.2,17.5
2023-03-18,16.5,12.1,14.3,0.1,14.4
2023-03-19,17.1,10.1,13.6,0.9,19.6
2023-03-20,16.5,7.7,12.1,0.3,19.0
2023-03-21,16.6,8.6,12.6,0.0,16.3
2023-03-22,18.2,7.6,12.9,0.0,23.2
2023-03-23,17.5,10.7,14.1,0.0,18.1
2023-03-24,24.6,8.8,16.7,0.0,20.4
2023-03-25,17.1,11.9,14.5,0.0,21.7
2023-03-26,23.6,10.5,17.0,0.0,20.1
2023-03-27,17.0,11.6,14.3,0.0,22.5
2023-03-28,16.3,9.9,13.1,0.2,18.6
2023-03-29,18.8,11.1,15.0,0.0,27.2
2023-03-30,19.9,9.2,14.6,0.0,17.1
2023-03-31,25.4,11.6,18.5,0.0,31.0
2023-04-01,22.5,12.3,17.4,1.8,24.2
2023-04-02,21.8,9.3,15.6,0.0,18.8
2023-04-03,17.4,8.3,12.8,0.1,23.1
2023-04-04,16.5,8.3,12.4,0.0,23.3
2023-04-05,17.1,6.5,11.8,0.0,22.3
2023-04-06,17.3,7.0,12.2,0.0,23.1
2023-04-07,18.9,7.8,13.4,0.0,25.6
2023-04-08,17.5,8.2,12.8,0.0,23.9
2023-04-09,18.8,9.2,14.0,0.0,20.0
2023-04-10,18.6,9.6,14.1,0.0,13.4
2023-04-11,18.9,10.6,14.8,0.0,24.1
2023-04-12,27.3,10.0,18.6,0.0,23.3
2023-04-13,21.3,10.2,15.8,5.0,23.6
2023-04-14,20.4,8.5,14.4,0.0,33.0
2023-04-15,19.2,10.4,14.8,0.0,29.6
2023-04-16,19.3,8.1,13.7,0.0,20.7
2023-04-17,17.4,7.7,12.5,0.6,19.4
2023-04-18,18.1,9.9,14.0,0.5,19.4
2023-04-19,19.1,8.8,14.0,0.0,21.6
2023-04-20,20.4,9.4,14.9,0.0,28.1
2023-04-21,19.5,13.6,16.6,0.0,22.4
2023-04-22,20.4,11.8,16.1,0.0,21.0
2023-04-23,21.2,13.7,17.4,0.0,28.5
2023-04-24,19.4,12.2,15.8,0.0,17.7
2023-04-25,19.4,13.6,16.5,0.0,21.0
2023-04-26,19.9,13.4,16.6,0.0,22.0
2023-04-27,22.8,13.7,18.2,0.0,21.4
2023-04-28,22.4,13.5,18.0,0.0,16.3
2023-04-29,21.5,15.4,18.4,14.7,16.7
2023-04-30,21.2,15.9,18.6,2.5,13.1
2023-05-01,18.0,14.4,16.2,2.6,12.4
2023-05-02,21.3,11.9,16.6,0.0,23.4
2023-05-03,22.4,11.8,17.1,0.0,23.1
2023-05-04,21.5,12.4,17.0,0.0,19.9
2023-05-05,22.0,13.0,17.5,0.0,19.8
2023-05-06,20.7,13.1,16.9,0.0,15.3
2023-05-07,22.2,14.9,18.6,0.0,16.6
2023-05-08,22.1,14.9,18.5,0.0,15.5
2023-05-09,22.7,15.4,19.0,4.1,22.1
2023-05-10,19.1,15.9,17.5,1.6,23.3
2023-05-11,18.2,12.9,15.6,7.6,19.1
2023-05-12,15.7,12.1,13.9,12.0,15.0
2023-05-13,17.5,10.8,14.2,1.9,14.0
2023-05-14,20.0,11.6,15.8,0.6,17.3
2023-05-15,22.5,13.0,17.8,0.0,16.3
2023-05-16,21.7,12.7,17.2,0.1,14.5
2023-05-17,20.6,11.9,16.2,0.0,22.1
2023-05-18,18.5,12.1,15.3,1.1,14.5
2023-05-19,20.0,12.2,16.1,8.3,17.9
2023-05-20,21.3,13.1,17.2,4.4,14.8
2023-05-21,18.8,13.1,16.0,2.9,14.0
2023-05-22,21.3,15.0,18.2,0.7,14.9
2023-05-23,23.5,15.0,19.2,2.2,19.4
2023-05-24,22.7,15.4,19.0,1.6,17.3
2023-05-25,18.4,16.2,17.3,34.1,17.4
2023-05-26,20.9,13.8,17.4,0.0,13.8
2023-05-27,24.6,15.0,19.8,0.0,15.5
2023-05-28,24.5,14.5,19.5,0.0,19.5
2023-05-29,21.7,14.6,18.2,0.0,18.1
2023-05-30,23.3,15.2,19.2,0.0,14.9
2023-05-31,23.4,16.1,19.8,0.2,15.3
2023-06-01,22.4,17.2,19.8,10.7,14.3
2023-06-02,22.7,15.2,19.0,0.0,12.1
2023-06-03,20.7,15.8,18.2,4.7,19.2
2023-06-04,22.6,16.1,19.4,4.5,14.9
2023-06-05,24.5,16.3,20.4,0.1,15.1
2023-06-06,25.7,17.4,21.5,0.0,20.8
2023-06-07,23.5,16.7,20.1,0.0,16.8
2023-06-08,25.0,19.3,22.2,0.1,21.1
2023-06-09,26.1,20.2,23.2,1.0,25.2
2023-06-10,25.7,18.3,22.0,0.0,17.8
2023-06-11,26.8,20.0,23.4,3.4,12.9
2023-06-12,26.0,19.7,22.8,0.0,19.9
2023-06-13,25.4,19.5,22.4,17.6,19.0
2023-06-14,25.8,18.4,22.1,1.5,14.0
2023-06-15,27.2,18.9,23.0,0.0,17.6
2023-06-16,28.4,18.0,23.2,0.0,18.8
2023-06-17,29.1,19.2,24.2,0.0,21.8
2023-06-18,28.9,21.6,25.2,0.1,22.3
2023-06-19,29.8,20.9,25.4,0.0,31.0
2023-06-20,28.3,19.6,24.0,0.0,16.4
2023-06-21,30.0,21.9,26.0,0.0,25.0
2023-06-22,29.9,22.6,26.2,0.1,27.1
2023-06-23,28.9,21.4,25.2,0.0,23.2
2023-06-24,28.2,21.7,25.0,0.0,17.9
2023-06-25,29.6,21.1,25.4,0.0,21.3
2023-06-26,29.1,22.1,25.6,0.0,16.1
2023-06-27,28.5,22.7,25.6,0.1,21.6
2023-06-28,29.1,22.6,25.8,0.2,19.5
2023-06-29,27.6,21.4,24.5,4.1,14.5
2023-06-30,24.4,19.6,22.0,5.5,16.4
2023-07-01,26.8,19.6,23.2,4.5,22.0
2023-07-02,26.3,20.5,23.4,0.1,15.8
2023-07-03,27.6,20.6,24.1,0.1,17.9
2023-07-04,25.0,20.9,23.0,9.8,19.2
2023-07-05,25.3,20.2,22.8,0.7,15.9
2023-07-06,27.7,20.9,24.3,4.7,14.9
2023-07-07,28.2,20.3,24.2,0.0,22.7
2023-07-08,31.7,19.8,25.8,0.0,14.0
2023-07-09,29.9,20.9,25.4,0.0,14.4
2023-07-10,29.8,22.6,26.2,0.0,14.4
2023-07-11,29.4,22.6,26.0,0.0,15.9
2023-07-12,29.0,24.2,26.6,0.0,17.1
2023-07-13,29.6,24.0,26.8,0.2,23.5
2023-07-14,32.0,23.1,27.6,0.0,27.6
2023-07-15,30.1,22.6,26.4,0.0,19.5
2023-07-16,28.6,23.8,26.2,0.2,18.3
2023-07-17,29.0,23.3,26.2,0.0,14.3
2023-07-18,34.3,21.4,27.8,0.0,22.0
2023-07-19,33.0,23.8,28.4,0.0,21.1
2023-07-20,29.9,23.0,26.4,0.0,20.0
2023-07-21,29.6,24.8,27.2,0.2,21.4
2023-07-22,28.4,22.3,25.4,0.0,16.5
2023-07-23,29.9,22.4,26.2,0.0,19.5
2023-07-24,29.7,23.3,26.5,0.1,23.5
2023-07-25,32.7,20.9,26.8,0.3,41.0
2023-07-26,25.3,22.7,24.0,2.0,28.1
2023-07-27,29.4,20.2,24.8,1.1,25.3
2023-07-28,29.7,19.9,24.8,0.0,20.5
2023-07-29,30.8,21.9,26.4,0.0,25.9
2023-07-30,28.9,24.0,26.4,0.3,16.8
2023-07-31,29.2,22.4,25.8,0.3,27.6
2023-08-01,31.4,23.0,27.2,0.2,27.0
2023-08-02,31.5,22.8,27.2,0.2,27.9
2023-08-03,26.6,24.1,25.4,0.6,18.7
2023-08-04,26.8,19.0,22.9,4.7,19.1
2023-08-05,27.2,18.9,23.0,0.1,24.8
2023-08-06,25.2,20.8,23.0,0.3,18.2
2023-08-07,27.2,21.3,24.2,0.2,25.2
2023-08-08,27.7,20.8,24.2,0.3,18.8
2023-08-09,29.9,20.3,25.1,0.0,21.7
2023-08-10,30.7,21.7,26.2,0.0,20.5
2023-08-11,32.0,21.3,26.6,0.0,22.7
2023-08-12,28.6,23.1,25.8,0.0,15.3
2023-08-13,28.7,23.6,26.2,0.0,17.2
2023-08-14,29.9,22.6,26.2,0.0,18.8
2023-08-15,30.3,21.9,26.1,0.0,18.5
2023-08-16,29.4,23.5,26.4,0.0,17.8
2023-08-17,31.2,24.0,27.6,0.0,25.2
2023-08-18,29.7,21.8,25.8,0.0,18.4
2023-08-19,29.8,23.5,26.6,0.3,15.5
2023-08-20,33.6,23.7,28.6,0.0,16.8
2023-08-21,34.0,25.0,29.5,0.0,16.4
2023-08-22,33.6,24.6,29.1,0.0,15.3
2023-08-23,34.6,25.6,30.1,0.0,15.0
2023-08-24,35.1,25.3,30.2,0.0,20.4
2023-08-25,31.8,23.7,27.8,0.0,20.2
2023-08-26,29.3,25.4,27.4,1.6,18.6
2023-08-27,26.2,18.4,22.3,43.4,21.8
2023-08-28,29.3,17.2,23.2,0.0,20.3
2023-08-29,26.4,15.6,21.0,0.5,25.3
2023-08-30,23.4,17.6,20.5,1.8,16.0
2023-08-31,26.4,17.9,22.2,2.2,17.7
2023-09-01,27.7,17.8,22.8,0.0,19.0
2023-09-02,25.3,21.2,23.2,1.1,25.1
2023-09-03,28.3,21.9,25.1,0.0,34.2
2023-09-04,30.4,22.9,26.6,0.0,27.9
2023-09-05,28.5,22.1,25.3,0.0,17.7
2023-09-06,27.5,21.6,24.6,0.0,19.5
2023-09-07,26.9,18.2,22.5,0.0,14.7
2023-09-08,27.2,17.4,22.3,0.0,13.9
2023-09-09,26.5,17.2,21.8,0.0,13.9
2023-09-10,27.2,18.4,22.8,0.0,13.7
2023-09-11,27.1,18.7,22.9,0.0,15.5
2023-09-12,27.7,19.7,23.7,0.1,18.1
2023-09-13,27.1,18.8,23.0,7.0,15.0
2023-09-14,27.2,18.5,22.8,0.9,14.9
2023-09-15,25.0,18.9,22.0,39.3,21.2
2023-09-16,26.5,18.0,22.2,4.5,18.0
2023-09-17,28.2,19.8,24.0,0.1,13.1
2023-09-18,29.2,21.2,25.2,0.0,18.9
2023-09-19,25.8,20.1,23.0,0.6,16.0
2023-09-20,23.6,18.8,21.2,14.7,17.4
2023-09-21,28.1,17.4,22.8,0.0,22.3
2023-09-22,26.6,17.5,22.0,0.0,17.1
2023-09-23,23.1,14.7,18.9,0.5,18.5
2023-09-24,24.3,16.5,20.4,0.0,18.4
2023-09-25,25.1,16.7,20.9,0.0,12.8
2023-09-26,25.8,15.8,20.8,0.0,15.8
2023-09-27,28.3,15.5,21.9,0.0,21.1
2023-09-28,27.3,15.4,21.4,0.0,21.6
2023-09-29,26.9,18.4,22.6,0.0,12.8
2023-09-30,28.2,18.7,23.4,0.0,19.1
2023-10-01,27.3,19.5,23.4,0.0,13.9
2023-10-02,25.3,18.9,22.1,0.0,16.4
2023-10-03,26.5,18.3,22.4,0.0,14.8
2023-10-04,29.1,20.4,24.8,0.0,26.6
2023-10-05,26.5,17.8,22.2,0.0,17.3
2023-10-06,25.9,17.4,21.6,0.0,12.4
2023-10-07,25.7,19.5,22.6,0.1,14.8
2023-10-08,26.0,18.0,22.0,0.0,14.9
2023-10-09,27.1,18.3,22.7,0.0,19.8
2023-10-10,27.7,16.0,21.8,0.0,19.0
2023-10-11,26.3,15.2,20.8,0.0,18.8
2023-10-12,26.0,15.7,20.8,0.0,20.0
2023-10-13,26.2,16.6,21.4,0.0,21.4
2023-10-14,26.0,17.7,21.8,0.0,13.4
2023-10-15,21.1,18.1,19.6,4.0,13.2
2023-10-16,21.0,17.3,19.2,20.1,22.7
2023-10-17,23.5,16.5,20.0,0.4,15.3
2023-10-18,26.0,18.3,22.2,0.7,21.4
2023-10-19,24.2,17.6,20.9,6.3,40.4
2023-10-20,22.6,15.1,18.8,8.9,33.2
2023-10-21,20.8,12.0,16.4,0.0,14.8
2023-10-22,20.4,9.4,14.9,1.4,16.5
2023-10-23,25.6,16.4,21.0,0.6,19.8
2023-10-24,22.1,16.0,19.0,7.3,22.3
2023-10-25,23.1,15.1,19.1,0.0,23.4
2023-10-26,25.8,18.5,22.2,0.2,31.1
2023-10-27,22.6,16.0,19.3,0.0,30.5
2023-10-28,23.8,13.5,18.6,0.0,23.1
2023-10-29,23.1,13.1,18.1,0.0,25.7
2023-10-30,22.5,13.5,18.0,0.7,23.4
2023-10-31,20.6,11.9,16.2,0.0,16.3
2023-11-01,22.2,10.0,16.1,0.0,25.3
2023-11-02,22.4,13.1,17.8,5.5,38.9
2023-11-03,19.0,11.3,15.2,0.0,36.3
2023-11-04,20.3,11.7,16.0,0.8,28.6
2023-11-05,20.5,13.3,16.9,0.0,31.1
2023-11-06,20.2,10.8,15.5,0.1,16.4
2023-11-07,18.4,6.4,12.4,0.0,17.7
2023-11-08,17.2,6.3,11.8,0.0,21.1
2023-11-09,17.7,9.4,13.6,1.0,10.4
2023-11-10,20.5,11.2,15.8,0.0,28.3
2023-11-11,18.6,10.4,14.5,0.0,19.8
